,datetime,home_team,away_team,home_goal,away_goal,season,stage,ALVO,Pre_Home_Palmeiras,Pre_Home_Santos,Pre_Home_SaoPaulo,Pre_Home_Corinthians,Pre_Home_Outros,Pre_Away_Palmeiras,Pre_Away_Santos,Pre_Away_SaoPaulo,Pre_Away_Corinthians,Pre_Away_Outros,Pre_home_goal,Pre_away_goal
1026,2014-10-08 22:00:00,Cruzeiro,Corinthians,0.0,1.0,2014.0,pontos corridos,0,0,0,0,0,1,0,0,0,1,0,0.0,0.14285714285714285
1027,2014-10-09 19:30:00,Santos,Bahia,1.0,0.0,2014.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.125,0.0
1030,2014-06-01 16:00:00,Corinthians,Botafogo,1.0,1.0,2014.0,pontos corridos,1,0,0,0,1,0,0,0,0,0,1,0.125,0.14285714285714285
1032,2014-10-11 21:00:00,Palmeiras,Grêmio,2.0,1.0,2014.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.25,0.14285714285714285
1035,2014-10-12 16:00:00,Atlético,São Paulo,1.0,0.0,2014.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.125,0.0
1039,2014-10-12 18:30:00,Criciuma,Santos,3.0,0.0,2014.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.375,0.0
1042,2014-10-18 18:30:00,São Paulo,Bahia,2.0,1.0,2014.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.25,0.14285714285714285
1044,2014-10-19 16:00:00,Internacional,Corinthians,1.0,2.0,2014.0,pontos corridos,0,0,0,0,0,1,0,0,0,1,0,0.125,0.2857142857142857
1047,2014-10-19 16:00:00,Palmeiras,Santos,1.0,3.0,2014.0,pontos corridos,0,1,0,0,0,0,0,1,0,0,0,0.125,0.42857142857142855
1052,2014-10-22 19:30:00,Corinthians,Vitória,2.0,1.0,2014.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.25,0.14285714285714285
1053,2014-10-22 19:30:00,Cruzeiro,Palmeiras,1.0,1.0,2014.0,pontos corridos,1,0,0,0,0,1,1,0,0,0,0,0.125,0.14285714285714285
1057,2014-10-22 22:00:00,Santos,Fluminense,0.0,1.0,2014.0,pontos corridos,0,0,1,0,0,0,0,0,0,0,1,0.0,0.14285714285714285
1058,2014-10-22 22:00:00,Chapecoense,São Paulo,0.0,0.0,2014.0,pontos corridos,1,0,0,0,0,1,0,0,1,0,0,0.0,0.0
1060,2014-10-25 16:20:00,Palmeiras,Corinthians,1.0,1.0,2014.0,pontos corridos,1,1,0,0,0,0,0,0,0,1,0,0.125,0.14285714285714285
1066,2014-10-25 18:30:00,Chapecoense,Santos,1.0,1.0,2014.0,pontos corridos,1,0,0,0,0,1,0,1,0,0,0,0.125,0.14285714285714285
1069,2014-10-27 20:30:00,São Paulo,Goiás,3.0,0.0,2014.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.375,0.0
1072,2014-11-01 21:00:00,Corinthians,Coritiba,2.0,2.0,2014.0,pontos corridos,1,0,0,0,1,0,0,0,0,0,1,0.25,0.2857142857142857
1074,2014-11-02 17:00:00,Santos,Internacional,1.0,2.0,2014.0,pontos corridos,0,0,1,0,0,0,0,0,0,0,1,0.125,0.2857142857142857
1076,2014-11-02 17:00:00,Criciuma,São Paulo,1.0,2.0,2014.0,pontos corridos,0,0,0,0,0,1,0,0,1,0,0,0.125,0.2857142857142857
1079,2014-11-02 20:00:00,Bahia,Palmeiras,0.0,1.0,2014.0,pontos corridos,0,0,0,0,0,1,1,0,0,0,0,0.0,0.14285714285714285
1080,2014-11-08 19:30:00,Palmeiras,Atlético,0.0,2.0,2014.0,pontos corridos,0,1,0,0,0,0,0,0,0,0,1,0.0,0.2857142857142857
1085,2014-11-09 17:00:00,Vitória,São Paulo,1.0,2.0,2014.0,pontos corridos,0,0,0,0,0,1,0,0,1,0,0,0.125,0.2857142857142857
1088,2014-11-09 19:30:00,Corinthians,Santos,1.0,0.0,2014.0,pontos corridos,2,0,0,0,1,0,0,1,0,0,0,0.125,0.0
1092,2014-11-16 17:00:00,Bahia,Corinthians,1.0,2.0,2014.0,pontos corridos,0,0,0,0,0,1,0,0,0,1,0,0.125,0.2857142857142857
1094,2014-11-16 17:00:00,Santos,Cruzeiro,0.0,1.0,2014.0,pontos corridos,0,0,1,0,0,0,0,0,0,0,1,0.0,0.14285714285714285
1098,2014-11-16 19:30:00,São Paulo,Palmeiras,2.0,0.0,2014.0,pontos corridos,2,0,0,1,0,0,1,0,0,0,0,0.25,0.0
1100,2014-11-12 22:00:00,São Paulo,Internacional,1.0,1.0,2014.0,pontos corridos,1,0,0,1,0,0,0,0,0,0,1,0.125,0.14285714285714285
1101,2014-11-19 19:30:00,Atletico,Santos,1.0,1.0,2014.0,pontos corridos,1,0,0,0,0,1,0,1,0,0,0,0.125,0.14285714285714285
1105,2014-11-19 21:00:00,Goiás,Corinthians,0.0,1.0,2014.0,pontos corridos,0,0,0,0,0,1,0,0,0,1,0,0.0,0.14285714285714285
1106,2014-11-19 22:00:00,Palmeiras,Sport,0.0,2.0,2014.0,pontos corridos,0,1,0,0,0,0,0,0,0,0,1,0.0,0.2857142857142857
1114,2014-11-23 17:00:00,Santos,São Paulo,0.0,1.0,2014.0,pontos corridos,0,0,1,0,0,0,0,0,1,0,0,0.0,0.14285714285714285
1117,2014-11-23 19:30:00,Coritiba,Palmeiras,2.0,0.0,2014.0,pontos corridos,2,0,0,0,0,1,1,0,0,0,0,0.25,0.0
1118,2014-11-23 19:30:00,Corinthians,Grêmio,1.0,0.0,2014.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.125,0.0
1121,2014-11-29 19:30:00,Internacional,Palmeiras,3.0,1.0,2014.0,pontos corridos,2,0,0,0,0,1,1,0,0,0,0,0.375,0.14285714285714285
1123,2014-11-30 17:00:00,São Paulo,Figueirense,1.0,1.0,2014.0,pontos corridos,1,0,0,1,0,0,0,0,0,0,1,0.125,0.14285714285714285
1124,2014-11-30 17:00:00,Fluminense,Corinthians,5.0,2.0,2014.0,pontos corridos,2,0,0,0,0,1,0,0,0,1,0,0.625,0.2857142857142857
1126,2014-11-30 17:00:00,Santos,Botafogo,2.0,0.0,2014.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.25,0.0
1131,2014-12-06 16:30:00,Corinthians,Criciuma,2.0,1.0,2014.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.25,0.14285714285714285
1132,2014-12-07 17:00:00,Vitória,Santos,0.0,1.0,2014.0,pontos corridos,0,0,0,0,0,1,0,1,0,0,0,0.0,0.14285714285714285
1134,2014-12-07 17:00:00,Sport,São Paulo,1.0,0.0,2014.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.125,0.0
1137,2014-12-07 17:00:00,Palmeiras,Atletico,1.0,1.0,2014.0,pontos corridos,1,1,0,0,0,0,0,0,0,0,1,0.125,0.14285714285714285
1140,2015-05-09 18:30:00,Palmeiras,Atlético,2.0,2.0,2015.0,pontos corridos,1,1,0,0,0,0,0,0,0,0,1,0.25,0.2857142857142857
1144,2015-05-10 16:00:00,São Paulo,Flamengo,2.0,1.0,2015.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.25,0.14285714285714285
1145,2015-05-10 16:00:00,Cruzeiro,Corinthians,0.0,1.0,2015.0,pontos corridos,0,0,0,0,0,1,0,0,0,1,0,0.0,0.14285714285714285
1149,2015-05-10 18:30:00,Avaí,Santos,1.0,1.0,2015.0,pontos corridos,1,0,0,0,0,1,0,1,0,0,0,0.125,0.14285714285714285
1152,2015-05-16 21:00:00,Corinthians,Chapecoense,1.0,0.0,2015.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.125,0.0
1155,2015-05-17 16:00:00,Santos,Cruzeiro,1.0,0.0,2015.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.125,0.0
1157,2015-05-17 18:30:00,Joinville,Palmeiras,0.0,0.0,2015.0,pontos corridos,1,0,0,0,0,1,1,0,0,0,0,0.0,0.0
1158,2015-05-17 18:30:00,Ponte Preta,São Paulo,1.0,0.0,2015.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.125,0.0
1160,2015-05-23 18:30:00,São Paulo,Joinville,3.0,0.0,2015.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.375,0.0
1163,2015-05-24 11:00:00,Palmeiras,Goiás,0.0,1.0,2015.0,pontos corridos,0,1,0,0,0,0,0,0,0,0,1,0.0,0.14285714285714285
1164,2015-05-24 16:00:00,Chapecoense,Santos,1.0,0.0,2015.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.125,0.0
1165,2015-05-24 16:00:00,Fluminense,Corinthians,0.0,0.0,2015.0,pontos corridos,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0
1173,2015-05-31 11:00:00,Santos,Sport,2.0,2.0,2015.0,pontos corridos,1,0,1,0,0,0,0,0,0,0,1,0.25,0.2857142857142857
1176,2015-05-31 16:00:00,Internacional,São Paulo,0.0,0.0,2015.0,pontos corridos,1,0,0,0,0,1,0,0,1,0,0,0.0,0.0
1177,2015-05-31 16:00:00,Corinthians,Palmeiras,0.0,2.0,2015.0,pontos corridos,0,0,0,0,1,0,1,0,0,0,0,0.0,0.2857142857142857
1183,2015-06-03 21:00:00,São Paulo,Santos,3.0,2.0,2015.0,pontos corridos,2,0,0,1,0,0,0,1,0,0,0,0.375,0.2857142857142857
1184,2015-06-03 22:00:00,Grêmio,Corinthians,3.0,1.0,2015.0,pontos corridos,2,0,0,0,0,1,0,0,0,1,0,0.375,0.14285714285714285
1189,2015-06-04 21:00:00,Palmeiras,Internacional,1.0,1.0,2015.0,pontos corridos,1,1,0,0,0,0,0,0,0,0,1,0.125,0.14285714285714285
1190,2015-06-06 18:30:00,Santos,Ponte Preta,2.0,2.0,2015.0,pontos corridos,1,0,1,0,0,0,0,0,0,0,1,0.25,0.2857142857142857
1193,2015-06-06 22:00:00,São Paulo,Grêmio,2.0,0.0,2015.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.25,0.0
1195,2015-06-06 22:00:00,Joinville,Corinthians,0.0,1.0,2015.0,pontos corridos,0,0,0,0,0,1,0,0,0,1,0,0.0,0.14285714285714285
1198,2015-06-07 19:30:00,Figueirense,Palmeiras,2.0,1.0,2015.0,pontos corridos,2,0,0,0,0,1,1,0,0,0,0,0.25,0.14285714285714285
1200,2015-06-10 19:30:00,Atlético,Santos,2.0,2.0,2015.0,pontos corridos,1,0,0,0,0,1,0,1,0,0,0,0.25,0.2857142857142857
1202,2015-06-13 16:30:00,Chapecoense,São Paulo,0.0,1.0,2015.0,pontos corridos,0,0,0,0,0,1,0,0,1,0,0,0.0,0.14285714285714285
1203,2015-06-13 16:30:00,Corinthians,Internacional,2.0,1.0,2015.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.25,0.14285714285714285
1207,2015-06-14 16:00:00,Palmeiras,Fluminense,2.0,1.0,2015.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.25,0.14285714285714285
1212,2015-06-20 16:30:00,Santos,Corinthians,1.0,0.0,2015.0,pontos corridos,2,0,1,0,0,0,0,0,0,1,0,0.125,0.0
1214,2015-06-20 21:00:00,Grêmio,Palmeiras,1.0,0.0,2015.0,pontos corridos,2,0,0,0,0,1,1,0,0,0,0,0.125,0.0
1216,2015-06-21 16:00:00,São Paulo,Avaí,1.0,1.0,2015.0,pontos corridos,1,0,0,1,0,0,0,0,0,0,1,0.125,0.14285714285714285
1222,2015-06-27 21:00:00,Corinthians,Figueirense,2.0,1.0,2015.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.25,0.14285714285714285
1227,2015-06-28 16:00:00,Palmeiras,São Paulo,4.0,0.0,2015.0,pontos corridos,2,1,0,0,0,0,0,0,1,0,0,0.5,0.0
1229,2015-06-28 18:30:00,Internacional,Santos,1.0,0.0,2015.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.125,0.0
1232,2015-07-01 21:00:00,Palmeiras,Chapecoense,2.0,0.0,2015.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.25,0.0
1235,2015-07-01 22:00:00,Atlético,São Paulo,2.0,1.0,2015.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.25,0.14285714285714285
1237,2015-07-02 19:30:00,Corinthians,Ponte Preta,2.0,0.0,2015.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.25,0.0
1239,2015-07-02 21:00:00,Fluminense,Santos,2.0,1.0,2015.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.25,0.14285714285714285
1244,2015-07-05 16:00:00,São Paulo,Fluminense,0.0,0.0,2015.0,pontos corridos,1,0,0,1,0,0,0,0,0,0,1,0.0,0.0
1245,2015-07-05 16:00:00,Santos,Grêmio,1.0,3.0,2015.0,pontos corridos,0,0,1,0,0,0,0,0,0,0,1,0.125,0.42857142857142855
1246,2015-07-05 16:00:00,Goiás,Corinthians,0.0,0.0,2015.0,pontos corridos,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0
1249,2015-07-05 18:30:00,Ponte Preta,Palmeiras,0.0,2.0,2015.0,pontos corridos,0,0,0,0,0,1,1,0,0,0,0,0.0,0.2857142857142857
1251,2015-07-08 19:30:00,Goiás,Santos,4.0,1.0,2015.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.5,0.14285714285714285
1253,2015-07-08 21:00:00,Palmeiras,Avaí,3.0,0.0,2015.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.375,0.0
1255,2015-07-08 22:00:00,Vasco da Gama,São Paulo,0.0,4.0,2015.0,pontos corridos,0,0,0,0,0,1,0,0,1,0,0,0.0,0.5714285714285714
1258,2015-07-09 19:30:00,Corinthians,Atlético,2.0,0.0,2015.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.25,0.0
1261,2015-07-11 18:30:00,Santos,Figueirense,3.0,0.0,2015.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.375,0.0
1263,2015-07-12 11:00:00,São Paulo,Coritiba,3.0,1.0,2015.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.375,0.14285714285714285
1264,2015-07-12 16:00:00,Flamengo,Corinthians,0.0,3.0,2015.0,pontos corridos,0,0,0,0,0,1,0,0,0,1,0,0.0,0.42857142857142855
1269,2015-07-12 18:30:00,Sport,Palmeiras,2.0,2.0,2015.0,pontos corridos,1,0,0,0,0,1,1,0,0,0,0,0.25,0.2857142857142857
1272,2015-07-18 21:00:00,Corinthians,Atlético,1.0,0.0,2015.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.125,0.0
1274,2015-07-19 16:00:00,Palmeiras,Santos,1.0,0.0,2015.0,pontos corridos,2,1,0,0,0,0,0,1,0,0,0,0.125,0.0
1277,2015-07-19 16:00:00,Sport,São Paulo,2.0,0.0,2015.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.25,0.0
1283,2015-07-26 11:00:00,Santos,Joinville,2.0,0.0,2015.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.25,0.0
1287,2015-07-26 16:00:00,Coritiba,Corinthians,1.0,1.0,2015.0,pontos corridos,1,0,0,0,0,1,0,0,0,1,0,0.125,0.14285714285714285
1288,2015-07-26 16:00:00,São Paulo,Cruzeiro,1.0,0.0,2015.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.125,0.0
1289,2015-07-26 18:30:00,Vasco da Gama,Palmeiras,1.0,4.0,2015.0,pontos corridos,0,0,0,0,0,1,1,0,0,0,0,0.125,0.5714285714285714
1290,2015-07-29 22:00:00,Corinthians,Vasco da Gama,3.0,0.0,2015.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.375,0.0
1291,2015-07-29 22:00:00,Atlético,São Paulo,3.0,1.0,2015.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.375,0.14285714285714285
1293,2015-08-02 11:00:00,Palmeiras,Atlético,0.0,1.0,2015.0,pontos corridos,0,1,0,0,0,0,0,0,0,0,1,0.0,0.14285714285714285
1296,2015-08-02 16:00:00,Flamengo,Santos,2.0,2.0,2015.0,pontos corridos,1,0,0,0,0,1,0,1,0,0,0,0.25,0.2857142857142857
1301,2015-08-08 21:00:00,Santos,Coritiba,3.0,0.0,2015.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.375,0.0
1305,2015-08-09 16:00:00,Cruzeiro,Palmeiras,2.0,1.0,2015.0,pontos corridos,2,0,0,0,0,1,1,0,0,0,0,0.25,0.14285714285714285
1307,2015-08-09 16:00:00,São Paulo,Corinthians,1.0,1.0,2015.0,pontos corridos,1,0,0,1,0,0,0,0,0,1,0,0.125,0.14285714285714285
1311,2015-08-12 19:30:00,Coritiba,Palmeiras,2.0,1.0,2015.0,pontos corridos,2,0,0,0,0,1,1,0,0,0,0,0.25,0.14285714285714285
1313,2015-08-12 21:00:00,Santos,Vasco da Gama,1.0,0.0,2015.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.125,0.0
1314,2015-08-12 22:00:00,Corinthians,Sport,4.0,3.0,2015.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.5,0.42857142857142855
1316,2015-08-12 22:00:00,Figueirense,São Paulo,0.0,2.0,2015.0,pontos corridos,0,0,0,0,0,1,0,0,1,0,0,0.0,0.2857142857142857
1321,2015-08-15 18:30:00,Atlético,Santos,0.0,0.0,2015.0,pontos corridos,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0
1322,2015-08-15 21:00:00,São Paulo,Goiás,0.0,3.0,2015.0,pontos corridos,0,0,0,1,0,0,0,0,0,0,1,0.0,0.42857142857142855
1323,2015-08-16 11:00:00,Palmeiras,Flamengo,4.0,2.0,2015.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.5,0.2857142857142857
1326,2015-08-16 16:00:00,Avaí,Corinthians,1.0,2.0,2015.0,pontos corridos,0,0,0,0,0,1,0,0,0,1,0,0.125,0.2857142857142857
1331,2015-08-22 18:30:00,Santos,Avaí,5.0,2.0,2015.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.625,0.2857142857142857
1335,2015-08-23 16:00:00,Corinthians,Cruzeiro,3.0,0.0,2015.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.375,0.0
1338,2015-08-23 16:00:00,Flamengo,São Paulo,2.0,1.0,2015.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.25,0.14285714285714285
1339,2015-08-23 18:30:00,Atlético,Palmeiras,2.0,1.0,2015.0,pontos corridos,2,0,0,0,0,1,1,0,0,0,0,0.25,0.14285714285714285
1341,2015-08-29 21:00:00,São Paulo,Ponte Preta,3.0,0.0,2015.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.375,0.0
1344,2015-08-30 16:00:00,Palmeiras,Joinville,3.0,2.0,2015.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.375,0.2857142857142857
1345,2015-08-30 16:00:00,Chapecoense,Corinthians,1.0,3.0,2015.0,pontos corridos,0,0,0,0,0,1,0,0,0,1,0,0.125,0.42857142857142855
1348,2015-08-30 18:30:00,Cruzeiro,Santos,0.0,1.0,2015.0,pontos corridos,0,0,0,0,0,1,0,1,0,0,0,0.0,0.14285714285714285
1352,2015-09-02 19:30:00,Joinville,São Paulo,0.0,0.0,2015.0,pontos corridos,1,0,0,0,0,1,0,0,1,0,0,0.0,0.0
1356,2015-09-02 22:00:00,Goiás,Palmeiras,1.0,0.0,2015.0,pontos corridos,2,0,0,0,0,1,1,0,0,0,0,0.125,0.0
1357,2015-09-02 22:00:00,Corinthians,Fluminense,2.0,0.0,2015.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.25,0.0
1358,2015-09-03 19:30:00,Santos,Chapecoense,3.0,1.0,2015.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.375,0.14285714285714285
1360,2015-09-05 19:30:00,São Paulo,Internacional,2.0,0.0,2015.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.25,0.0
1368,2015-09-06 16:00:00,Palmeiras,Corinthians,3.0,3.0,2015.0,pontos corridos,1,1,0,0,0,0,0,0,0,1,0,0.375,0.42857142857142855
1369,2015-09-06 18:30:00,Sport,Santos,1.0,1.0,2015.0,pontos corridos,1,0,0,0,0,1,0,1,0,0,0,0.125,0.14285714285714285
1370,2015-09-09 19:30:00,Internacional,Palmeiras,1.0,0.0,2015.0,pontos corridos,2,0,0,0,0,1,1,0,0,0,0,0.125,0.0
1374,2015-09-09 22:00:00,Corinthians,Grêmio,1.0,1.0,2015.0,pontos corridos,1,0,0,0,1,0,0,0,0,0,1,0.125,0.14285714285714285
1375,2015-09-09 22:00:00,Santos,São Paulo,3.0,0.0,2015.0,pontos corridos,2,0,1,0,0,0,0,0,1,0,0,0.375,0.0
1381,2015-09-12 21:00:00,Palmeiras,Figueirense,2.0,0.0,2015.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.25,0.0
1382,2015-09-13 11:00:00,Corinthians,Joinville,3.0,0.0,2015.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.375,0.0
1383,2015-09-13 11:00:00,Ponte Preta,Santos,3.0,1.0,2015.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.375,0.14285714285714285
1385,2015-09-13 16:00:00,Grêmio,São Paulo,1.0,2.0,2015.0,pontos corridos,0,0,0,0,0,1,0,0,1,0,0,0.125,0.2857142857142857
1390,2015-09-16 19:30:00,Fluminense,Palmeiras,1.0,4.0,2015.0,pontos corridos,0,0,0,0,0,1,1,0,0,0,0,0.125,0.5714285714285714
1395,2015-09-16 22:00:00,Santos,Atlético,4.0,0.0,2015.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.5,0.0
1396,2015-09-16 22:00:00,Internacional,Corinthians,2.0,1.0,2015.0,pontos corridos,2,0,0,0,0,1,0,0,0,1,0,0.25,0.14285714285714285
1398,2015-09-17 19:30:00,São Paulo,Chapecoense,0.0,0.0,2015.0,pontos corridos,1,0,0,1,0,0,0,0,0,0,1,0.0,0.0
1401,2015-09-19 18:30:00,Palmeiras,Grêmio,3.0,2.0,2015.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.375,0.2857142857142857
1403,2015-09-20 11:00:00,Corinthians,Santos,2.0,0.0,2015.0,pontos corridos,2,0,0,0,1,0,0,1,0,0,0,0.25,0.0
1407,2015-09-20 16:00:00,Avaí,São Paulo,2.0,1.0,2015.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.25,0.14285714285714285
1413,2015-09-27 11:00:00,Santos,Internacional,3.0,1.0,2015.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.375,0.14285714285714285
1414,2015-09-27 16:00:00,São Paulo,Palmeiras,1.0,1.0,2015.0,pontos corridos,1,0,0,1,0,0,1,0,0,0,0,0.125,0.14285714285714285
1416,2015-09-27 16:00:00,Figueirense,Corinthians,1.0,3.0,2015.0,pontos corridos,0,0,0,0,0,1,0,0,0,1,0,0.125,0.42857142857142855
1422,2015-10-03 21:00:00,São Paulo,Atlético,1.0,0.0,2015.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.125,0.0
1426,2015-10-04 16:00:00,Santos,Fluminense,3.0,1.0,2015.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.375,0.14285714285714285
1428,2015-10-04 16:00:00,Ponte Preta,Corinthians,2.0,2.0,2015.0,pontos corridos,1,0,0,0,0,1,0,0,0,1,0,0.25,0.2857142857142857
1429,2015-10-04 18:30:00,Chapecoense,Palmeiras,5.0,1.0,2015.0,pontos corridos,2,0,0,0,0,1,1,0,0,0,0,0.625,0.14285714285714285
1432,2015-10-14 21:00:00,Palmeiras,Ponte Preta,0.0,1.0,2015.0,pontos corridos,0,1,0,0,0,0,0,0,0,0,1,0.0,0.14285714285714285
1436,2015-10-14 22:00:00,Fluminense,São Paulo,2.0,0.0,2015.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.25,0.0
1438,2015-10-15 19:30:00,Corinthians,Goiás,3.0,0.0,2015.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.375,0.0
1439,2015-10-15 21:00:00,Grêmio,Santos,1.0,0.0,2015.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.125,0.0
1440,2015-10-17 18:30:00,Avaí,Palmeiras,1.0,3.0,2015.0,pontos corridos,0,0,0,0,0,1,1,0,0,0,0,0.125,0.42857142857142855
1445,2015-10-18 16:00:00,Atlético,Corinthians,1.0,4.0,2015.0,pontos corridos,0,0,0,0,0,1,0,0,0,1,0,0.125,0.5714285714285714
1446,2015-10-18 16:00:00,São Paulo,Vasco da Gama,2.0,2.0,2015.0,pontos corridos,1,0,0,1,0,0,0,0,0,0,1,0.25,0.2857142857142857
1447,2015-10-18 17:00:00,Santos,Goiás,3.0,1.0,2015.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.375,0.14285714285714285
1451,2015-10-24 18:30:00,Figueirense,Santos,0.0,0.0,2015.0,pontos corridos,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0
1453,2015-10-24 21:00:00,Palmeiras,Sport,0.0,2.0,2015.0,pontos corridos,0,1,0,0,0,0,0,0,0,0,1,0.0,0.2857142857142857
1454,2015-10-25 17:00:00,Corinthians,Flamengo,1.0,0.0,2015.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.125,0.0
1456,2015-10-25 17:00:00,Coritiba,São Paulo,1.0,2.0,2015.0,pontos corridos,0,0,0,0,0,1,0,0,1,0,0,0.125,0.2857142857142857
1460,2015-10-31 17:00:00,São Paulo,Sport,3.0,0.0,2015.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.375,0.0
1465,2015-11-01 17:00:00,Atlético,Corinthians,0.0,3.0,2015.0,pontos corridos,0,0,0,0,0,1,0,0,0,1,0,0.0,0.42857142857142855
1466,2015-11-01 17:00:00,Santos,Palmeiras,2.0,1.0,2015.0,pontos corridos,2,0,1,0,0,0,1,0,0,0,0,0.25,0.14285714285714285
1471,2015-11-07 19:30:00,Corinthians,Coritiba,2.0,1.0,2015.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.25,0.14285714285714285
1474,2015-11-08 17:00:00,Palmeiras,Vasco da Gama,0.0,2.0,2015.0,pontos corridos,0,1,0,0,0,0,0,0,0,0,1,0.0,0.2857142857142857
1476,2015-11-08 17:00:00,Cruzeiro,São Paulo,2.0,1.0,2015.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.25,0.14285714285714285
1478,2015-11-08 18:00:00,Joinville,Santos,0.0,0.0,2015.0,pontos corridos,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0
1482,2015-11-18 21:00:00,Atlético,Palmeiras,3.0,3.0,2015.0,pontos corridos,1,0,0,0,0,1,1,0,0,0,0,0.375,0.42857142857142855
1487,2015-11-19 22:00:00,Vasco da Gama,Corinthians,1.0,1.0,2015.0,pontos corridos,1,0,0,0,0,1,0,0,0,1,0,0.125,0.14285714285714285
1488,2015-11-19 22:00:00,São Paulo,Atlético,4.0,2.0,2015.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.5,0.2857142857142857
1489,2015-11-19 22:00:00,Santos,Flamengo,0.0,0.0,2015.0,pontos corridos,1,0,1,0,0,0,0,0,0,0,1,0.0,0.0
