datetime,home_team,away_team,home_goal,away_goal,season,stage,ALVO,Pre_Home_Palmeiras,Pre_Home_Santos,Pre_Home_SaoPaulo,Pre_Home_Corinthians,Pre_Away_Palmeiras,Pre_Away_Santos,Pre_Away_SaoPaulo,Pre_Away_Corinthians,Pre_home_goal,Pre_away_goal
2016-10-01 16:30:00,Botafogo,Corinthians,2.0,0.0,2016.0,pontos corridos,2,0,0,0,0,0,0,0,1,0.25,0.0
2018-10-14 16:00:00,Vasco da Gama,Cruzeiro,2.0,0.0,2018.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.25,0.0
2020-03-11 19:15:00,Peñarol,Jorge Wilstermann,1.0,0.0,2020.0,group stage,2,0,0,0,0,0,0,0,0,0.125,0.0
2021-10-11 20:00:00,Cuiabá,São Paulo,0.0,0.0,2021.0,pontos corridos,1,0,0,0,0,0,0,1,0,0.0,0.0
2021-11-20 19:00:00,Atlético Mineiro,Juventude,2.0,0.0,2021.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.25,0.0
2012-12-02 17:00:00,Portuguesa,Ponte Preta,0.0,0.0,2012.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.0,0.0
2013-10-13 18:30:00,Botafogo,Flamengo,2.0,1.0,2013.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.25,0.14285714285714285
2021-05-05 23:00:00,Universidad Católica,Nacional-URU,3.0,1.0,2021.0,group stage,2,0,0,0,0,0,0,0,0,0.375,0.14285714285714285
2018-07-18 21:00:00,Vitória,Paraná,1.0,0.0,2018.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.125,0.0
2018-04-19 21:30:00,Universidad de Chile,Cruzeiro,0.0,0.0,2018.0,group stage,1,0,0,0,0,0,0,0,0,0.0,0.0
2018-05-02 21:45:00,Corinthians,Independiente,1.0,2.0,2018.0,group stage,0,0,0,0,1,0,0,0,0,0.125,0.2857142857142857
2019-04-24 21:30:00,Alianza Lima,Internacional,0.0,1.0,2019.0,group stage,0,0,0,0,0,0,0,0,0,0.0,0.14285714285714285
2019-08-17 17:00:00,Fortaleza,Internacional,0.0,1.0,2019.0,pontos corridos,0,0,0,0,0,0,0,0,0,0.0,0.14285714285714285
2014-05-17 18:30:00,Cruzeiro,Coritiba,3.0,2.0,2014.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.375,0.2857142857142857
2019-10-26 17:00:00,Ceará,Vasco da Gama,1.0,1.0,2019.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.125,0.14285714285714285
2016-11-20 17:00:00,Ponte Preta,Fluminense,1.0,0.0,2016.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.125,0.0
2017-09-20 21:45:00,Santos,Barcelona-EQU,0.0,1.0,2017.0,quarterfinals,0,0,1,0,0,0,0,0,0,0.0,0.14285714285714285
2017-08-02 21:45:00,Santos,Flamengo,3.0,2.0,2017.0,pontos corridos,2,0,1,0,0,0,0,0,0,0.375,0.2857142857142857
2018-10-27 21:00:00,Athletico Paranaense,Botafogo,2.0,1.0,2018.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.25,0.14285714285714285
2019-09-30 20:00:00,Goiás,Cruzeiro,1.0,0.0,2019.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.125,0.0
2013-08-11 16:00:00,Corinthians,Vitória,2.0,0.0,2013.0,pontos corridos,2,0,0,0,1,0,0,0,0,0.25,0.0
2019-10-30 21:30:00,Vasco da Gama,Grêmio,1.0,3.0,2019.0,pontos corridos,0,0,0,0,0,0,0,0,0,0.125,0.42857142857142855
2016-07-24 16:00:00,Chapecoense,Botafogo,2.0,1.0,2016.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.25,0.14285714285714285
2013-08-04 16:00:00,Criciuma,Corinthians,0.0,2.0,2013.0,pontos corridos,0,0,0,0,0,0,0,0,1,0.0,0.2857142857142857
2021-11-03 21:00:00,Atlético Mineiro,Grêmio,2.0,1.0,2021.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.25,0.14285714285714285
2018-09-02 11:00:00,Flamengo,Ceará,0.0,1.0,2018.0,pontos corridos,0,0,0,0,0,0,0,0,0,0.0,0.14285714285714285
2021-09-12 16:00:00,Fortaleza,Atlético Mineiro,0.0,2.0,2021.0,pontos corridos,0,0,0,0,0,0,0,0,0,0.0,0.2857142857142857
2015-05-27 22:00:00,Cruzeiro,River Plate,0.0,3.0,2015.0,quarterfinals,0,0,0,0,0,0,0,0,0,0.0,0.42857142857142855
2018-08-29 21:45:00,Cruzeiro,Flamengo,0.0,1.0,2018.0,round of 16,0,0,0,0,0,0,0,0,0,0.0,0.14285714285714285
2013-11-17 19:30:00,Grêmio,Flamengo,2.0,1.0,2013.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.25,0.14285714285714285
2013-12-01 17:00:00,Criciuma,São Paulo,1.0,0.0,2013.0,pontos corridos,2,0,0,0,0,0,0,1,0,0.125,0.0
2014-03-20 17:30:00,Atlético-PR,Universitario (PER),3.0,0.0,2014.0,group stage,2,0,0,0,0,0,0,0,0,0.375,0.0
2013-09-08 18:30:00,Vasco da Gama,Atlético Paranaense,0.0,0.0,2013.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.0,0.0
2014-06-01 18:30:00,Figueirense,Atletico,1.0,3.0,2014.0,pontos corridos,0,0,0,0,0,0,0,0,0,0.125,0.42857142857142855
2018-09-10 20:00:00,Atlético,Athletico Paranaense,3.0,1.0,2018.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.375,0.14285714285714285
2015-07-01 19:30:00,Vasco da Gama,Avaí,1.0,0.0,2015.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.125,0.0
2013-08-18 18:30:00,Atlético Paranaense,Criciuma,2.0,1.0,2013.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.25,0.14285714285714285
2016-07-31 11:00:00,São Paulo,Chapecoense,2.0,2.0,2016.0,pontos corridos,1,0,0,1,0,0,0,0,0,0.25,0.2857142857142857
2019-05-25 16:00:00,Botafogo,Palmeiras,0.0,1.0,2019.0,pontos corridos,0,0,0,0,0,1,0,0,0,0.0,0.14285714285714285
2021-05-12 23:00:00,Atlético Nacional,Nacional-URU,0.0,0.0,2021.0,group stage,1,0,0,0,0,0,0,0,0,0.0,0.0
2018-04-03 21:30:00,Universidad de Chile,Racing Club,1.0,1.0,2018.0,group stage,1,0,0,0,0,0,0,0,0,0.125,0.14285714285714285
2015-05-23 18:30:00,Vasco da Gama,Internacional,1.0,1.0,2015.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.125,0.14285714285714285
2019-11-02 21:00:00,Chapecoense,São Paulo,0.0,3.0,2019.0,pontos corridos,0,0,0,0,0,0,0,1,0,0.0,0.42857142857142855
2014-03-26 19:45:00,Nacional (URU),Newells Old Boys,2.0,4.0,2014.0,group stage,0,0,0,0,0,0,0,0,0,0.25,0.5714285714285714
2015-09-02 22:00:00,Goiás,Palmeiras,1.0,0.0,2015.0,pontos corridos,2,0,0,0,0,1,0,0,0,0.125,0.0
2016-09-25 18:30:00,Atlético,Internacional,3.0,1.0,2016.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.375,0.14285714285714285
2014-02-26 22:00:00,Flamengo,Emelec,3.0,1.0,2014.0,group stage,2,0,0,0,0,0,0,0,0,0.375,0.14285714285714285
2014-10-25 16:20:00,Figueirense,Cruzeiro,1.0,1.0,2014.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.125,0.14285714285714285
2021-01-21 19:00:00,Goiás,Ceará,0.0,4.0,2020.0,pontos corridos,0,0,0,0,0,0,0,0,0,0.0,0.5714285714285714
2014-05-21 19:30:00,Coritiba,Internacional,1.0,1.0,2014.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.125,0.14285714285714285
2013-10-20 16:00:00,Goiás,Atlético Paranaense,3.0,0.0,2013.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.375,0.0
2013-11-09 21:00:00,Flamengo,Goiás,1.0,1.0,2013.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.125,0.14285714285714285
2014-03-26 19:45:00,Deportivo Anzoátegui,Arsenal Sarandí,1.0,3.0,2014.0,group stage,0,0,0,0,0,0,0,0,0,0.125,0.42857142857142855
2017-11-15 21:45:00,Corinthians,Fluminense,3.0,1.0,2017.0,pontos corridos,2,0,0,0,1,0,0,0,0,0.375,0.14285714285714285
2019-12-01 16:00:00,Palmeiras,Flamengo,1.0,3.0,2019.0,pontos corridos,0,1,0,0,0,0,0,0,0,0.125,0.42857142857142855
2018-05-27 16:00:00,Botafogo,Vitória,1.0,1.0,2018.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.125,0.14285714285714285
2016-08-28 11:00:00,Cruzeiro,Santa Cruz,2.0,0.0,2016.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.25,0.0
2017-11-19 17:00:00,Flamengo,Corinthians,3.0,0.0,2017.0,pontos corridos,2,0,0,0,0,0,0,0,1,0.375,0.0
2019-05-12 16:00:00,Atlético,Palmeiras,0.0,2.0,2019.0,pontos corridos,0,0,0,0,0,1,0,0,0,0.0,0.2857142857142857
2020-09-09 21:30:00,Fluminense,Flamengo,1.0,2.0,2020.0,pontos corridos,0,0,0,0,0,0,0,0,0,0.125,0.2857142857142857
2015-03-12 19:45:00,Libertad,Estudiantes,1.0,0.0,2015.0,group stage,2,0,0,0,0,0,0,0,0,0.125,0.0
2014-04-20 16:00:00,Bahia,Cruzeiro,1.0,2.0,2014.0,pontos corridos,0,0,0,0,0,0,0,0,0,0.125,0.2857142857142857
2015-02-19 23:00:00,San José,River Plate,2.0,0.0,2015.0,group stage,2,0,0,0,0,0,0,0,0,0.25,0.0
2013-03-12 21:30:00,Caracas,Grêmio,2.0,1.0,2013.0,group stage,2,0,0,0,0,0,0,0,0,0.25,0.14285714285714285
2018-09-30 11:00:00,Palmeiras,Cruzeiro,3.0,1.0,2018.0,pontos corridos,2,1,0,0,0,0,0,0,0,0.375,0.14285714285714285
2020-10-22 21:30:00,Boca Juniors,Caracas,3.0,0.0,2020.0,group stage,2,0,0,0,0,0,0,0,0,0.375,0.0
2014-11-08 19:30:00,Palmeiras,Atlético,0.0,2.0,2014.0,pontos corridos,0,1,0,0,0,0,0,0,0,0.0,0.2857142857142857
2021-08-09 20:00:00,Grêmio,Chapecoense,2.0,1.0,2021.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.25,0.14285714285714285
2018-08-19 16:00:00,Botafogo,Atlético,0.0,3.0,2018.0,pontos corridos,0,0,0,0,0,0,0,0,0,0.0,0.42857142857142855
2013-09-25 19:30:00,Criciuma,Atlético,1.0,1.0,2013.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.125,0.14285714285714285
2015-06-03 22:00:00,Grêmio,Corinthians,3.0,1.0,2015.0,pontos corridos,2,0,0,0,0,0,0,0,1,0.375,0.14285714285714285
2014-10-11 21:00:00,Palmeiras,Grêmio,2.0,1.0,2014.0,pontos corridos,2,1,0,0,0,0,0,0,0,0.25,0.14285714285714285
2012-09-29 18:30:00,Cruzeiro,Internacional,0.0,0.0,2012.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.0,0.0
2016-11-20 17:00:00,Atlético,Sport,2.0,0.0,2016.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.25,0.0
2013-06-06 21:00:00,Coritiba,Fluminense,2.0,1.0,2013.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.25,0.14285714285714285
2014-02-11 22:15:00,Zamora,Atlético-MG,0.0,1.0,2014.0,group stage,0,0,0,0,0,0,0,0,0,0.0,0.14285714285714285
2017-07-30 16:00:00,Coritiba,Atlético,0.0,2.0,2017.0,pontos corridos,0,0,0,0,0,0,0,0,0,0.0,0.2857142857142857
2014-11-15 19:30:00,Fluminense,Botafogo,1.0,0.0,2014.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.125,0.0
2016-11-05 19:30:00,São Paulo,Corinthians,4.0,0.0,2016.0,pontos corridos,2,0,0,1,0,0,0,0,1,0.5,0.0
2013-03-06 19:45:00,Tigre,Palmeiras,1.0,0.0,2013.0,group stage,2,0,0,0,0,1,0,0,0,0.125,0.0
2015-07-25 19:30:00,Grêmio,Sport,1.0,1.0,2015.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.125,0.14285714285714285
2012-06-06 19:30:00,Sport,Palmeiras,2.0,1.0,2012.0,pontos corridos,2,0,0,0,0,1,0,0,0,0.25,0.14285714285714285
2012-09-02 18:30:00,Cruzeiro,Náutico,3.0,0.0,2012.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.375,0.0
2017-06-11 16:00:00,Vitória,Atlético,2.0,0.0,2017.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.25,0.0
2015-04-08 22:00:00,Tigres,River Plate,2.0,2.0,2015.0,group stage,1,0,0,0,0,0,0,0,0,0.25,0.2857142857142857
2018-09-02 16:00:00,Sport,Paraná,1.0,0.0,2018.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.125,0.0
2019-08-18 19:00:00,Chapecoense,Avaí,1.0,0.0,2019.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.125,0.0
2016-10-29 19:30:00,Santos,Palmeiras,1.0,0.0,2016.0,pontos corridos,2,0,1,0,0,1,0,0,0,0.125,0.0
2019-03-13 21:30:00,Internacional,Alianza Lima,2.0,0.0,2019.0,group stage,2,0,0,0,0,0,0,0,0,0.25,0.0
2014-09-24 22:00:00,Fluminense,Grêmio,0.0,0.0,2014.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.0,0.0
2019-07-21 16:00:00,Atlético,Fortaleza,2.0,2.0,2019.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.25,0.2857142857142857
2021-01-24 18:15:00,Santos,Goiás,3.0,4.0,2020.0,pontos corridos,0,0,1,0,0,0,0,0,0,0.375,0.5714285714285714
2014-10-22 22:00:00,Santos,Fluminense,0.0,1.0,2014.0,pontos corridos,0,0,1,0,0,0,0,0,0,0.0,0.14285714285714285
2018-09-13 20:00:00,Chapecoense,Athletico Paranaense,2.0,1.0,2018.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.25,0.14285714285714285
2016-02-25 19:30:00,Rosario Central,Nacional (URU),1.0,1.0,2016.0,group stage,1,0,0,0,0,0,0,0,0,0.125,0.14285714285714285
2018-04-29 16:00:00,Bahia,Athletico Paranaense,0.0,0.0,2018.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.0,0.0
2014-05-11 16:00:00,São Paulo,Corinthians,1.0,1.0,2014.0,pontos corridos,1,0,0,1,0,0,0,0,1,0.125,0.14285714285714285
2019-04-27 21:00:00,Flamengo,Cruzeiro,3.0,1.0,2019.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.375,0.14285714285714285
2021-11-17 20:30:00,Juventude,Fluminense,1.0,0.0,2021.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.125,0.0
2013-07-06 18:30:00,Atlético Paranaense,Grêmio,1.0,1.0,2013.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.125,0.14285714285714285
2013-11-24 17:00:00,Flamengo,Corinthians,1.0,0.0,2013.0,pontos corridos,2,0,0,0,0,0,0,0,1,0.125,0.0
2015-06-06 18:30:00,Santos,Ponte Preta,2.0,2.0,2015.0,pontos corridos,1,0,1,0,0,0,0,0,0,0.25,0.2857142857142857
2017-06-04 16:00:00,Grêmio,Vasco da Gama,2.0,0.0,2017.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.25,0.0
2016-11-26 20:00:00,América,Sport,2.0,2.0,2016.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.25,0.2857142857142857
2020-12-02 21:30:00,Internacional,Boca Juniors,0.0,1.0,2020.0,round of 16,0,0,0,0,0,0,0,0,0,0.0,0.14285714285714285
2014-09-28 16:00:00,Bahia,Flamengo,2.0,1.0,2014.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.25,0.14285714285714285
2016-03-02 19:30:00,Nacional (URU),River Plate-URU,0.0,0.0,2016.0,group stage,1,0,0,0,0,0,0,0,0,0.0,0.0
2021-06-17 16:00:00,America,Cuiabá,0.0,0.0,2021.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.0,0.0
2021-08-29 16:00:00,Juventude,São Paulo,1.0,1.0,2021.0,pontos corridos,1,0,0,0,0,0,0,1,0,0.125,0.14285714285714285
2016-05-22 16:00:00,Grêmio,Flamengo,1.0,0.0,2016.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.125,0.0
2018-08-29 19:30:00,Athletico Paranaense,Vasco da Gama,1.0,0.0,2018.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.125,0.0
2016-11-26 20:00:00,Botafogo,Ponte Preta,1.0,1.0,2016.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.125,0.14285714285714285
2020-08-23 16:00:00,Palmeiras,Santos,2.0,1.0,2020.0,pontos corridos,2,1,0,0,0,0,1,0,0,0.25,0.14285714285714285
2017-11-26 17:00:00,Grêmio,Atlético,1.0,1.0,2017.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.125,0.14285714285714285
2013-12-01 17:00:00,Cruzeiro,Bahia,1.0,2.0,2013.0,pontos corridos,0,0,0,0,0,0,0,0,0,0.125,0.2857142857142857
2019-04-03 21:30:00,Flamengo,Peñarol,0.0,1.0,2019.0,group stage,0,0,0,0,0,0,0,0,0,0.0,0.14285714285714285
2021-05-26 21:00:00,Boca Juniors,The Strongest,3.0,0.0,2021.0,group stage,2,0,0,0,0,0,0,0,0,0.375,0.0
2019-10-16 21:00:00,Palmeiras,Chapecoense,1.0,0.0,2019.0,pontos corridos,2,1,0,0,0,0,0,0,0,0.125,0.0
2014-09-14 16:00:00,Bahia,Figueirense,3.0,0.0,2014.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.375,0.0
2017-09-09 19:00:00,São Paulo,Ponte Preta,2.0,2.0,2017.0,pontos corridos,1,0,0,1,0,0,0,0,0,0.25,0.2857142857142857
2017-06-21 21:45:00,Avaí,Fluminense,0.0,3.0,2017.0,pontos corridos,0,0,0,0,0,0,0,0,0,0.0,0.42857142857142855
2018-10-14 16:00:00,Palmeiras,Grêmio,2.0,0.0,2018.0,pontos corridos,2,1,0,0,0,0,0,0,0,0.25,0.0
2014-10-09 19:30:00,Santos,Bahia,1.0,0.0,2014.0,pontos corridos,2,0,1,0,0,0,0,0,0,0.125,0.0
2019-09-29 19:00:00,Athletico Paranaense,Chapecoense,1.0,1.0,2019.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.125,0.14285714285714285
2015-03-19 22:15:00,Atlético Nacional,Barcelona-EQU,2.0,3.0,2015.0,group stage,0,0,0,0,0,0,0,0,0,0.25,0.42857142857142855
2018-09-24 20:00:00,Vasco da Gama,Bahia,2.0,1.0,2018.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.25,0.14285714285714285
2017-05-17 21:45:00,Universidad Católica,Atlético-PR,2.0,3.0,2017.0,group stage,0,0,0,0,0,0,0,0,0,0.25,0.42857142857142855
2020-11-14 16:30:00,Sport,Vasco da Gama,0.0,2.0,2020.0,pontos corridos,0,0,0,0,0,0,0,0,0,0.0,0.2857142857142857
2019-08-11 16:00:00,Palmeiras,Bahia,2.0,2.0,2019.0,pontos corridos,1,1,0,0,0,0,0,0,0,0.25,0.2857142857142857
2017-05-28 11:00:00,Atlético,Ponte Preta,2.0,2.0,2017.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.25,0.2857142857142857
2014-09-24 19:30:00,Internacional,Criciuma,3.0,0.0,2014.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.375,0.0
2013-06-02 18:30:00,Náutico,Portuguesa,2.0,2.0,2013.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.25,0.2857142857142857
2021-06-13 20:30:00,Red Bull Bragantino,Fluminense,2.0,2.0,2021.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.25,0.2857142857142857
2013-09-05 21:00:00,Náutico,Vasco da Gama,0.0,3.0,2013.0,pontos corridos,0,0,0,0,0,0,0,0,0,0.0,0.42857142857142855
2014-03-20 22:00:00,Cruzeiro,Defensor Sporting,2.0,2.0,2014.0,group stage,1,0,0,0,0,0,0,0,0,0.25,0.2857142857142857
2019-05-12 16:00:00,Santos,Vasco da Gama,3.0,0.0,2019.0,pontos corridos,2,0,1,0,0,0,0,0,0,0.375,0.0
2021-06-24 19:00:00,Chapecoense,Internacional,1.0,2.0,2021.0,pontos corridos,0,0,0,0,0,0,0,0,0,0.125,0.2857142857142857
2015-11-29 17:00:00,Sport,Corinthians,2.0,0.0,2015.0,pontos corridos,2,0,0,0,0,0,0,0,1,0.25,0.0
2013-09-01 16:00:00,Botafogo,São Paulo,0.0,0.0,2013.0,pontos corridos,1,0,0,0,0,0,0,1,0,0.0,0.0
2016-09-11 16:00:00,Atlético,Internacional,2.0,1.0,2016.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.25,0.14285714285714285
2012-11-11 17:00:00,Palmeiras,Fluminense,2.0,3.0,2012.0,pontos corridos,0,1,0,0,0,0,0,0,0,0.25,0.42857142857142855
2016-06-15 21:00:00,Santa Cruz,Figueirense,1.0,0.0,2016.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.125,0.0
2014-11-23 17:00:00,Cruzeiro,Goiás,2.0,1.0,2014.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.25,0.14285714285714285
2016-04-27 21:45:00,Grêmio,Rosario Central,0.0,1.0,2016.0,round of 16,0,0,0,0,0,0,0,0,0,0.0,0.14285714285714285
2017-05-02 21:45:00,Botafogo,Barcelona-EQU,0.0,2.0,2017.0,group stage,0,0,0,0,0,0,0,0,0,0.0,0.2857142857142857
2013-04-09 21:30:00,Deportes Tolima,Ind. Santa Fe,1.0,2.0,2013.0,group stage,0,0,0,0,0,0,0,0,0,0.125,0.2857142857142857
2017-05-04 21:00:00,Godoy Cruz,Libertad,1.0,1.0,2017.0,group stage,1,0,0,0,0,0,0,0,0,0.125,0.14285714285714285
2013-11-24 19:30:00,Bahia,Portuguesa,1.0,0.0,2013.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.125,0.0
2020-09-06 16:00:00,São Paulo,Fluminense,3.0,1.0,2020.0,pontos corridos,2,0,0,1,0,0,0,0,0,0.375,0.14285714285714285
2012-07-01 16:00:00,Portuguesa,Santos,0.0,0.0,2012.0,pontos corridos,1,0,0,0,0,0,1,0,0,0.0,0.0
2012-11-18 17:00:00,São Paulo,Náutico,2.0,1.0,2012.0,pontos corridos,2,0,0,1,0,0,0,0,0,0.25,0.14285714285714285
2018-11-15 19:00:00,São Paulo,Grêmio,1.0,1.0,2018.0,pontos corridos,1,0,0,1,0,0,0,0,0,0.125,0.14285714285714285
2014-04-10 22:00:00,Newells Old Boys,Atlético Nacional,1.0,3.0,2014.0,group stage,0,0,0,0,0,0,0,0,0,0.125,0.42857142857142855
2013-06-09 18:30:00,Vitória,Atlético Paranaense,3.0,2.0,2013.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.375,0.2857142857142857
2013-09-18 21:00:00,Criciuma,Fluminense,1.0,2.0,2013.0,pontos corridos,0,0,0,0,0,0,0,0,0,0.125,0.2857142857142857
2019-08-27 21:30:00,Palmeiras,Grêmio,1.0,2.0,2019.0,quarterfinals,0,1,0,0,0,0,0,0,0,0.125,0.2857142857142857
2015-07-22 22:00:00,Tigres,Internacional,3.0,1.0,2015.0,semifinals,2,0,0,0,0,0,0,0,0,0.375,0.14285714285714285
2020-03-04 19:15:00,Barcelona-EQU,Independiente del Valle,0.0,3.0,2020.0,group stage,0,0,0,0,0,0,0,0,0,0.0,0.42857142857142855
2021-07-21 21:30:00,Flamengo,Defensa y Justicia,4.0,1.0,2021.0,round of 16,2,0,0,0,0,0,0,0,0,0.5,0.14285714285714285
2019-09-25 19:30:00,Ceará,Cruzeiro,0.0,0.0,2019.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.0,0.0
2021-07-11 11:00:00,Juventude,Atlético,1.0,1.0,2021.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.125,0.14285714285714285
2016-03-18 00:00:00,Pumas,Deportivo Táchira,4.0,1.0,2016.0,group stage,2,0,0,0,0,0,0,0,0,0.5,0.14285714285714285
2018-05-31 21:00:00,Athletico Paranaense,Santos,2.0,0.0,2018.0,pontos corridos,2,0,0,0,0,0,1,0,0,0.25,0.0
2016-09-15 19:30:00,Atlético,Sport,1.0,0.0,2016.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.125,0.0
2018-11-10 19:00:00,Athletico Paranaense,Cruzeiro,2.0,0.0,2018.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.25,0.0
2018-08-11 16:00:00,Ceará,Athletico Paranaense,0.0,0.0,2018.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.0,0.0
2019-10-09 20:30:00,Fortaleza,Chapecoense,2.0,0.0,2019.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.25,0.0
2014-11-09 17:00:00,Figueirense,Chapecoense,1.0,0.0,2014.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.125,0.0
2020-09-19 21:00:00,Atlético,Atlético,3.0,4.0,2020.0,pontos corridos,0,0,0,0,0,0,0,0,0,0.375,0.5714285714285714
2019-11-07 20:00:00,Botafogo,Flamengo,0.0,1.0,2019.0,pontos corridos,0,0,0,0,0,0,0,0,0,0.0,0.14285714285714285
2021-10-09 16:30:00,Atlético Mineiro,Ceará,3.0,1.0,2021.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.375,0.14285714285714285
2013-08-14 21:50:00,Fluminense,Corinthians,0.0,0.0,2013.0,pontos corridos,1,0,0,0,0,0,0,0,1,0.0,0.0
2016-03-08 21:45:00,Sporting Cristal,Huracán,3.0,2.0,2016.0,group stage,2,0,0,0,0,0,0,0,0,0.375,0.2857142857142857
2015-08-08 18:30:00,Avaí,Fluminense,1.0,0.0,2015.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.125,0.0
2017-10-28 17:00:00,São Paulo,Santos,2.0,1.0,2017.0,pontos corridos,2,0,0,1,0,0,1,0,0,0.25,0.14285714285714285
2017-11-09 21:00:00,Fluminense,Coritiba,2.0,2.0,2017.0,pontos corridos,1,0,0,0,0,0,0,0,0,0.25,0.2857142857142857
2021-11-06 17:00:00,Corinthians,Fortaleza,1.0,0.0,2021.0,pontos corridos,2,0,0,0,1,0,0,0,0,0.125,0.0
2013-10-16 21:00:00,Ponte Preta,Coritiba,1.0,0.0,2013.0,pontos corridos,2,0,0,0,0,0,0,0,0,0.125,0.0
2016-02-17 00:00:00,Ind. Santa Fe,Cerro Porteño,0.0,0.0,2016.0,group stage,1,0,0,0,0,0,0,0,0,0.0,0.0
2014-11-20 19:30:00,Fluminense,Chapecoense,1.0,4.0,2014.0,pontos corridos,0,0,0,0,0,0,0,0,0,0.125,0.5714285714285714
2021-06-24 19:00:00,Corinthians,Sport,2.0,1.0,2021.0,pontos corridos,2,0,0,0,1,0,0,0,0,0.25,0.14285714285714285
2014-03-20 22:00:00,Unión Española,San Lorenzo,1.0,0.0,2014.0,group stage,2,0,0,0,0,0,0,0,0,0.125,0.0
2016-03-01 21:45:00,Peñarol,Huracán,0.0,1.0,2016.0,group stage,0,0,0,0,0,0,0,0,0,0.0,0.14285714285714285
2021-08-22 16:00:00,Athletico Paranaense,Corinthians,0.0,1.0,2021.0,pontos corridos,0,0,0,0,0,0,0,0,1,0.0,0.14285714285714285
2021-01-21 19:00:00,Fortaleza,Santos,2.0,0.0,2020.0,pontos corridos,2,0,0,0,0,0,1,0,0,0.25,0.0
